Company name,Financial Year,Model,Value,Estimated?,Method
Lupin Limited,2021,(Random Forest) Intrinsic Value,1004.45,YES,leave-one-year-out fold (training included years after FY2021; not a forward-looking prediction)
Lupin Limited,2021,(LightGBM) Intrinsic Value,861.6,YES,leave-one-year-out fold (training included years after FY2021; not a forward-looking prediction)
Glenmark Pharmaceuticals Limited,2025,Market Price,1433.26,no,directly computed from reported figures
Glenmark Pharmaceuticals Limited,2025,(DCF) Intrinsic Value,471.32,YES,normalised FCFF (median of 2 positive years; FY2025 reported negative)
Glenmark Pharmaceuticals Limited,2025,(P/E Relative Valuation) Intrinsic Value,1359.95,no,directly computed from reported figures
Glenmark Pharmaceuticals Limited,2025,(EV/EBITDA Valuation) Intrinsic Value,1219.01,no,directly computed from reported figures
Glenmark Pharmaceuticals Limited,2025,(XGBoost) Intrinsic Value,1670.26,no,directly computed from reported figures
Glenmark Pharmaceuticals Limited,2025,(Random Forest) Intrinsic Value,2185.66,no,directly computed from reported figures
Glenmark Pharmaceuticals Limited,2025,(LightGBM) Intrinsic Value,2180.43,no,directly computed from reported figures
Glenmark Pharmaceuticals Limited,2024,Market Price,760.48,no,directly computed from reported figures
Glenmark Pharmaceuticals Limited,2024,(DCF) Intrinsic Value,527.79,YES,normalised FCFF (median of 2 positive years; FY2024 reported negative)
Glenmark Pharmaceuticals Limited,2024,(P/E Relative Valuation) Intrinsic Value,292.27,YES,normalised EPS (median of 3 positive years)
Glenmark Pharmaceuticals Limited,2024,(EV/EBITDA Valuation) Intrinsic Value,708.68,no,directly computed from reported figures
Glenmark Pharmaceuticals Limited,2024,(XGBoost) Intrinsic Value,838.62,no,directly computed from reported figures
Glenmark Pharmaceuticals Limited,2024,(Random Forest) Intrinsic Value,945.48,no,directly computed from reported figures
Glenmark Pharmaceuticals Limited,2024,(LightGBM) Intrinsic Value,650.4,no,directly computed from reported figures
Glenmark Pharmaceuticals Limited,2023,Market Price,408.13,no,directly computed from reported figures
Glenmark Pharmaceuticals Limited,2023,(DCF) Intrinsic Value,580.68,YES,normalised FCFF (median of 2 positive years; FY2023 reported negative)
Glenmark Pharmaceuticals Limited,2023,(P/E Relative Valuation) Intrinsic Value,550.01,no,directly computed from reported figures
Glenmark Pharmaceuticals Limited,2023,(EV/EBITDA Valuation) Intrinsic Value,665.85,no,directly computed from reported figures
Glenmark Pharmaceuticals Limited,2023,(XGBoost) Intrinsic Value,286.42,no,directly computed from reported figures
Glenmark Pharmaceuticals Limited,2023,(Random Forest) Intrinsic Value,419.27,no,directly computed from reported figures
Glenmark Pharmaceuticals Limited,2023,(LightGBM) Intrinsic Value,258.51,no,directly computed from reported figures
Glenmark Pharmaceuticals Limited,2022,Market Price,539.02,no,directly computed from reported figures
Glenmark Pharmaceuticals Limited,2022,(DCF) Intrinsic Value,498.37,YES,ebit=backcast_revenue from FY2023; da=backcast_revenue from FY2023; capex=backcast_revenue from FY2023; ocf=backcast_revenue from FY2023
Glenmark Pharmaceuticals Limited,2022,(P/E Relative Valuation) Intrinsic Value,295.5,YES,eps=derived (Net Income / Shares); net_income=backcast_revenue from FY2023
Glenmark Pharmaceuticals Limited,2022,(EV/EBITDA Valuation) Intrinsic Value,868.63,YES,ebitda=backcast_revenue from FY2023; ebit=backcast_revenue from FY2023; da=backcast_revenue from FY2023
Glenmark Pharmaceuticals Limited,2022,(XGBoost) Intrinsic Value,586.07,no,directly computed from reported figures
Glenmark Pharmaceuticals Limited,2022,(Random Forest) Intrinsic Value,902.93,no,directly computed from reported figures
Glenmark Pharmaceuticals Limited,2022,(LightGBM) Intrinsic Value,651.04,no,directly computed from reported figures
Glenmark Pharmaceuticals Limited,2021,Market Price,450.25,no,directly computed from reported figures
Glenmark Pharmaceuticals Limited,2021,(DCF) Intrinsic Value,480.6,YES,ebit=backcast_revenue from FY2023; da=backcast_revenue from FY2023; capex=backcast_revenue from FY2023; ocf=backcast_revenue from FY2023
Glenmark Pharmaceuticals Limited,2021,(P/E Relative Valuation) Intrinsic Value,181.33,YES,eps=derived (Net Income / Shares); net_income=backcast_revenue from FY2023
Glenmark Pharmaceuticals Limited,2021,(EV/EBITDA Valuation) Intrinsic Value,463.38,YES,ebitda=backcast_revenue from FY2023; ebit=backcast_revenue from FY2023; da=backcast_revenue from FY2023
Glenmark Pharmaceuticals Limited,2021,(XGBoost) Intrinsic Value,437.18,YES,leave-one-year-out fold (training included years after FY2021; not a forward-looking prediction)
Glenmark Pharmaceuticals Limited,2021,(Random Forest) Intrinsic Value,506.48,YES,leave-one-year-out fold (training included years after FY2021; not a forward-looking prediction)
Glenmark Pharmaceuticals Limited,2021,(LightGBM) Intrinsic Value,469.85,YES,leave-one-year-out fold (training included years after FY2021; not a forward-looking prediction)
Emcure Pharmaceuticals Limited,2025,Market Price,1306.23,no,directly computed from reported figures
Emcure Pharmaceuticals Limited,2025,(DCF) Intrinsic Value,216.34,no,directly computed from reported figures
Emcure Pharmaceuticals Limited,2025,(P/E Relative Valuation) Intrinsic Value,1385.41,no,directly computed from reported figures
Emcure Pharmaceuticals Limited,2025,(EV/EBITDA Valuation) Intrinsic Value,1436.62,no,directly computed from reported figures
Emcure Pharmaceuticals Limited,2025,(XGBoost) Intrinsic Value,1958.17,no,directly computed from reported figures
Emcure Pharmaceuticals Limited,2025,(Random Forest) Intrinsic Value,2048.3,no,directly computed from reported figures
Emcure Pharmaceuticals Limited,2025,(LightGBM) Intrinsic Value,2061.27,no,directly computed from reported figures
Emcure Pharmaceuticals Limited,2024,(DCF) Intrinsic Value,3459.73,no,directly computed from reported figures
Emcure Pharmaceuticals Limited,2024,(P/E Relative Valuation) Intrinsic Value,820.31,no,directly computed from reported figures
Emcure Pharmaceuticals Limited,2024,(EV/EBITDA Valuation) Intrinsic Value,1022.27,no,directly computed from reported figures
Emcure Pharmaceuticals Limited,2023,(DCF) Intrinsic Value,491.38,no,directly computed from reported figures
Emcure Pharmaceuticals Limited,2023,(P/E Relative Valuation) Intrinsic Value,1338.8,no,directly computed from reported figures
Emcure Pharmaceuticals Limited,2023,(EV/EBITDA Valuation) Intrinsic Value,1018.77,no,directly computed from reported figures
Emcure Pharmaceuticals Limited,2022,(DCF) Intrinsic Value,519.42,YES,ebit=backcast_revenue from FY2023; da=backcast_revenue from FY2023; capex=backcast_revenue from FY2023; ocf=backcast_revenue from FY2023
Emcure Pharmaceuticals Limited,2022,(P/E Relative Valuation) Intrinsic Value,883.07,YES,eps=derived (Net Income / Shares); net_income=backcast_revenue from FY2023
Emcure Pharmaceuticals Limited,2022,(EV/EBITDA Valuation) Intrinsic Value,1031.69,YES,ebitda=backcast_revenue from FY2023; ebit=backcast_revenue from FY2023; da=backcast_revenue from FY2023
Emcure Pharmaceuticals Limited,2021,(DCF) Intrinsic Value,335.22,YES,ebit=backcast_revenue from FY2023; da=backcast_revenue from FY2023; capex=backcast_revenue from FY2023; ocf=backcast_revenue from FY2023
Emcure Pharmaceuticals Limited,2021,(P/E Relative Valuation) Intrinsic Value,456.92,YES,eps=derived (Net Income / Shares); net_income=backcast_revenue from FY2023
Emcure Pharmaceuticals Limited,2021,(EV/EBITDA Valuation) Intrinsic Value,572.47,YES,ebitda=backcast_revenue from FY2023; ebit=backcast_revenue from FY2023; da=backcast_revenue from FY2023
Hikal Limited,2025,Market Price,351.11,no,directly computed from reported figures
Hikal Limited,2025,(DCF) Intrinsic Value,112.01,no,directly computed from reported figures
Hikal Limited,2025,(P/E Relative Valuation) Intrinsic Value,269.72,no,directly computed from reported figures
Hikal Limited,2025,(EV/EBITDA Valuation) Intrinsic Value,439.99,no,directly computed from reported figures
Hikal Limited,2025,(XGBoost) Intrinsic Value,471.41,no,directly computed from reported figures
Hikal Limited,2025,(Random Forest) Intrinsic Value,550.57,no,directly computed from reported figures
Hikal Limited,2025,(LightGBM) Intrinsic Value,448.06,no,directly computed from reported figures
Hikal Limited,2024,Market Price,292.81,no,directly computed from reported figures
Hikal Limited,2024,(P/E Relative Valuation) Intrinsic Value,160.7,no,directly computed from reported figures
Hikal Limited,2024,(EV/EBITDA Valuation) Intrinsic Value,319.5,no,directly computed from reported figures
Hikal Limited,2024,(XGBoost) Intrinsic Value,313.03,no,directly computed from reported figures
Hikal Limited,2024,(Random Forest) Intrinsic Value,387.16,no,directly computed from reported figures
Hikal Limited,2024,(LightGBM) Intrinsic Value,342.7,no,directly computed from reported figures
Hikal Limited,2023,Market Price,332.2,no,directly computed from reported figures
Hikal Limited,2023,(P/E Relative Valuation) Intrinsic Value,246.5,no,directly computed from reported figures
Hikal Limited,2023,(EV/EBITDA Valuation) Intrinsic Value,313.19,no,directly computed from reported figures
Hikal Limited,2023,(XGBoost) Intrinsic Value,371.08,no,directly computed from reported figures
Hikal Limited,2023,(Random Forest) Intrinsic Value,409.98,no,directly computed from reported figures
Hikal Limited,2023,(LightGBM) Intrinsic Value,368.57,no,directly computed from reported figures
Hikal Limited,2022,Market Price,472.98,no,directly computed from reported figures
Hikal Limited,2022,(P/E Relative Valuation) Intrinsic Value,512.51,YES,net_income=backcast_revenue from FY2023
Hikal Limited,2022,(EV/EBITDA Valuation) Intrinsic Value,360.26,YES,ebitda=backcast_revenue from FY2023; ebit=backcast_revenue from FY2023; da=backcast_revenue from FY2023
Hikal Limited,2022,(XGBoost) Intrinsic Value,1396.89,no,directly computed from reported figures
Hikal Limited,2022,(Random Forest) Intrinsic Value,957.2,no,directly computed from reported figures
Hikal Limited,2022,(LightGBM) Intrinsic Value,1126.24,no,directly computed from reported figures
Hikal Limited,2021,Market Price,149.92,no,directly computed from reported figures
Hikal Limited,2021,(P/E Relative Valuation) Intrinsic Value,231.82,YES,eps=derived (Net Income / Shares); net_income=backcast_revenue from FY2023
Hikal Limited,2021,(EV/EBITDA Valuation) Intrinsic Value,282.15,YES,ebitda=backcast_revenue from FY2023; ebit=backcast_revenue from FY2023; da=backcast_revenue from FY2023
Hikal Limited,2021,(XGBoost) Intrinsic Value,93.71,YES,leave-one-year-out fold (training included years after FY2021; not a forward-looking prediction)
Hikal Limited,2021,(Random Forest) Intrinsic Value,158.27,YES,leave-one-year-out fold (training included years after FY2021; not a forward-looking prediction)
Hikal Limited,2021,(LightGBM) Intrinsic Value,103.04,YES,leave-one-year-out fold (training included years after FY2021; not a forward-looking prediction)
Mahindra and Mahindra Limited,2025,Market Price,2775.29,no,directly computed from reported figures
Mahindra and Mahindra Limited,2025,(P/E Relative Valuation) Intrinsic Value,2724.98,no,directly computed from reported figures
Mahindra and Mahindra Limited,2025,(EV/EBITDA Valuation) Intrinsic Value,2994.84,no,directly computed from reported figures
Mahindra and Mahindra Limited,2025,(XGBoost) Intrinsic Value,4229.79,no,directly computed from reported figures
Mahindra and Mahindra Limited,2025,(Random Forest) Intrinsic Value,4089.96,no,directly computed from reported figures
Mahindra and Mahindra Limited,2025,(LightGBM) Intrinsic Value,3318.73,no,directly computed from reported figures
Mahindra and Mahindra Limited,2024,Market Price,1546.61,no,directly computed from reported figures
Mahindra and Mahindra Limited,2024,(DCF) Intrinsic Value,4506.89,YES,normalised FCFF (median of 2 positive years; FY2024 reported negative)
Mahindra and Mahindra Limited,2024,(P/E Relative Valuation) Intrinsic Value,2928.85,no,directly computed from reported figures
Mahindra and Mahindra Limited,2024,(EV/EBITDA Valuation) Intrinsic Value,3042.87,no,directly computed from reported figures
Mahindra and Mahindra Limited,2024,(XGBoost) Intrinsic Value,2325.78,no,directly computed from reported figures
Mahindra and Mahindra Limited,2024,(Random Forest) Intrinsic Value,2120.74,no,directly computed from reported figures
Mahindra and Mahindra Limited,2024,(LightGBM) Intrinsic Value,1797.68,no,directly computed from reported figures
Mahindra and Mahindra Limited,2023,Market Price,1182.9,no,directly computed from reported figures
Mahindra and Mahindra Limited,2023,(DCF) Intrinsic Value,3956.29,YES,normalised FCFF (median of 2 positive years; FY2023 reported negative)
Mahindra and Mahindra Limited,2023,(P/E Relative Valuation) Intrinsic Value,3564.76,no,directly computed from reported figures
Mahindra and Mahindra Limited,2023,(EV/EBITDA Valuation) Intrinsic Value,2666.85,no,directly computed from reported figures
Mahindra and Mahindra Limited,2023,(XGBoost) Intrinsic Value,1653.68,no,directly computed from reported figures
Mahindra and Mahindra Limited,2023,(Random Forest) Intrinsic Value,1651.79,no,directly computed from reported figures
Mahindra and Mahindra Limited,2023,(LightGBM) Intrinsic Value,1744.14,no,directly computed from reported figures
Mahindra and Mahindra Limited,2022,Market Price,812.76,no,directly computed from reported figures
Mahindra and Mahindra Limited,2022,(DCF) Intrinsic Value,4009.89,YES,ebit=backcast_revenue from FY2023; da=backcast_revenue from FY2023; capex=backcast_revenue from FY2023; ocf=backcast_revenue from FY2023
Mahindra and Mahindra Limited,2022,(P/E Relative Valuation) Intrinsic Value,2558.21,YES,eps=derived (Net Income / Shares); net_income=backcast_revenue from FY2023
Mahindra and Mahindra Limited,2022,(EV/EBITDA Valuation) Intrinsic Value,2934.44,YES,ebitda=backcast_revenue from FY2023; ebit=backcast_revenue from FY2023; da=backcast_revenue from FY2023
Mahindra and Mahindra Limited,2022,(XGBoost) Intrinsic Value,1026.25,no,directly computed from reported figures
Mahindra and Mahindra Limited,2022,(Random Forest) Intrinsic Value,1343.19,no,directly computed from reported figures
Mahindra and Mahindra Limited,2022,(LightGBM) Intrinsic Value,1218.81,no,directly computed from reported figures
Mahindra and Mahindra Limited,2021,Market Price,630.31,no,directly computed from reported figures
Mahindra and Mahindra Limited,2021,(DCF) Intrinsic Value,2678.21,YES,ebit=backcast_revenue from FY2023; da=backcast_revenue from FY2023; capex=backcast_revenue from FY2023; ocf=backcast_revenue from FY2023
Mahindra and Mahindra Limited,2021,(P/E Relative Valuation) Intrinsic Value,2044.3,YES,eps=derived (Net Income / Shares); net_income=backcast_revenue from FY2023
Mahindra and Mahindra Limited,2021,(EV/EBITDA Valuation) Intrinsic Value,2228.23,YES,ebitda=backcast_revenue from FY2023; ebit=backcast_revenue from FY2023; da=backcast_revenue from FY2023
Mahindra and Mahindra Limited,2021,(XGBoost) Intrinsic Value,859.66,YES,leave-one-year-out fold (training included years after FY2021; not a forward-looking prediction)
Mahindra and Mahindra Limited,2021,(Random Forest) Intrinsic Value,854.26,YES,leave-one-year-out fold (training included years after FY2021; not a forward-looking prediction)
Mahindra and Mahindra Limited,2021,(LightGBM) Intrinsic Value,979.62,YES,leave-one-year-out fold (training included years after FY2021; not a forward-looking prediction)
Hero MotoCorp Limited,2025,Market Price,4833.39,no,directly computed from reported figures
Hero MotoCorp Limited,2025,(DCF) Intrinsic Value,7014.29,no,directly computed from reported figures
Hero MotoCorp Limited,2025,(P/E Relative Valuation) Intrinsic Value,5274.88,no,directly computed from reported figures
Hero MotoCorp Limited,2025,(EV/EBITDA Valuation) Intrinsic Value,4564.92,no,directly computed from reported figures
Hero MotoCorp Limited,2025,(XGBoost) Intrinsic Value,6351.44,no,directly computed from reported figures
Hero MotoCorp Limited,2025,(Random Forest) Intrinsic Value,6856.82,no,directly computed from reported figures
Hero MotoCorp Limited,2025,(LightGBM) Intrinsic Value,6678.26,no,directly computed from reported figures
Hero MotoCorp Limited,2024,Market Price,3409.31,no,directly computed from reported figures
Hero MotoCorp Limited,2024,(DCF) Intrinsic Value,9615.93,no,directly computed from reported figures
Hero MotoCorp Limited,2024,(P/E Relative Valuation) Intrinsic Value,5440.04,no,directly computed from reported figures
Hero MotoCorp Limited,2024,(EV/EBITDA Valuation) Intrinsic Value,4688.4,no,directly computed from reported figures
Hero MotoCorp Limited,2024,(XGBoost) Intrinsic Value,5252.22,no,directly computed from reported figures
Hero MotoCorp Limited,2024,(Random Forest) Intrinsic Value,5004.74,no,directly computed from reported figures
Hero MotoCorp Limited,2024,(LightGBM) Intrinsic Value,5519.07,no,directly computed from reported figures
Hero MotoCorp Limited,2023,Market Price,2639.16,no,directly computed from reported figures
Hero MotoCorp Limited,2023,(DCF) Intrinsic Value,2530.53,no,directly computed from reported figures
Hero MotoCorp Limited,2023,(P/E Relative Valuation) Intrinsic Value,5029.98,no,directly computed from reported figures
Hero MotoCorp Limited,2023,(EV/EBITDA Valuation) Intrinsic Value,3826.37,no,directly computed from reported figures
Hero MotoCorp Limited,2023,(XGBoost) Intrinsic Value,2708.37,no,directly computed from reported figures
Hero MotoCorp Limited,2023,(Random Forest) Intrinsic Value,2747.43,no,directly computed from reported figures
Hero MotoCorp Limited,2023,(LightGBM) Intrinsic Value,2800.95,no,directly computed from reported figures
Hero MotoCorp Limited,2022,Market Price,2726.7,no,directly computed from reported figures
Hero MotoCorp Limited,2022,(DCF) Intrinsic Value,3897.15,YES,ebit=backcast_revenue from FY2023; da=backcast_revenue from FY2023; capex=backcast_revenue from FY2023; ocf=backcast_revenue from FY2023
Hero MotoCorp Limited,2022,(P/E Relative Valuation) Intrinsic Value,3696.57,YES,eps=derived (Net Income / Shares); net_income=backcast_revenue from FY2023
Hero MotoCorp Limited,2022,(EV/EBITDA Valuation) Intrinsic Value,2754.46,YES,ebitda=backcast_revenue from FY2023; ebit=backcast_revenue from FY2023; da=backcast_revenue from FY2023
Hero MotoCorp Limited,2022,(XGBoost) Intrinsic Value,2554.49,no,directly computed from reported figures
Hero MotoCorp Limited,2022,(Random Forest) Intrinsic Value,4010.48,no,directly computed from reported figures
Hero MotoCorp Limited,2022,(LightGBM) Intrinsic Value,2917.06,no,directly computed from reported figures
Hero MotoCorp Limited,2021,Market Price,2856.79,no,directly computed from reported figures
Hero MotoCorp Limited,2021,(DCF) Intrinsic Value,3278.99,YES,ebit=backcast_revenue from FY2023; da=backcast_revenue from FY2023; capex=backcast_revenue from FY2023; ocf=backcast_revenue from FY2023
Hero MotoCorp Limited,2021,(P/E Relative Valuation) Intrinsic Value,3631.94,YES,eps=derived (Net Income / Shares); net_income=backcast_revenue from FY2023
Hero MotoCorp Limited,2021,(EV/EBITDA Valuation) Intrinsic Value,1774.09,YES,ebitda=backcast_revenue from FY2023; ebit=backcast_revenue from FY2023; da=backcast_revenue from FY2023
Hero MotoCorp Limited,2021,(XGBoost) Intrinsic Value,2875.54,YES,leave-one-year-out fold (training included years after FY2021; not a forward-looking prediction)
Hero MotoCorp Limited,2021,(Random Forest) Intrinsic Value,3166.97,YES,leave-one-year-out fold (training included years after FY2021; not a forward-looking prediction)
Hero MotoCorp Limited,2021,(LightGBM) Intrinsic Value,2713.04,YES,leave-one-year-out fold (training included years after FY2021; not a forward-looking prediction)
Hitachi Energy India Limited,2025,Market Price,11985.85,no,directly computed from reported figures
Hitachi Energy India Limited,2025,(DCF) Intrinsic Value,11031.25,no,directly computed from reported figures
Hitachi Energy India Limited,2025,(P/E Relative Valuation) Intrinsic Value,2159.76,no,directly computed from reported figures
Hitachi Energy India Limited,2025,(EV/EBITDA Valuation) Intrinsic Value,2145.77,no,directly computed from reported figures
Hitachi Energy India Limited,2025,(XGBoost) Intrinsic Value,17690.87,no,directly computed from reported figures
Hitachi Energy India Limited,2025,(Random Forest) Intrinsic Value,18388.57,no,directly computed from reported figures
Hitachi Energy India Limited,2025,(LightGBM) Intrinsic Value,17401.59,no,directly computed from reported figures
Hitachi Energy India Limited,2024,Market Price,4667.04,no,directly computed from reported figures
Hitachi Energy India Limited,2024,(DCF) Intrinsic Value,640.17,no,directly computed from reported figures
Hitachi Energy India Limited,2024,(P/E Relative Valuation) Intrinsic Value,914.08,no,directly computed from reported figures
Hitachi Energy India Limited,2024,(EV/EBITDA Valuation) Intrinsic Value,903.21,no,directly computed from reported figures
Hitachi Energy India Limited,2024,(XGBoost) Intrinsic Value,7947.77,no,directly computed from reported figures
Hitachi Energy India Limited,2024,(Random Forest) Intrinsic Value,6837.6,no,directly computed from reported figures
Hitachi Energy India Limited,2024,(LightGBM) Intrinsic Value,7539.41,no,directly computed from reported figures
Hitachi Energy India Limited,2023,Market Price,3271.92,no,directly computed from reported figures
Hitachi Energy India Limited,2023,(P/E Relative Valuation) Intrinsic Value,416.29,no,directly computed from reported figures
Hitachi Energy India Limited,2023,(EV/EBITDA Valuation) Intrinsic Value,534.04,no,directly computed from reported figures
Hitachi Energy India Limited,2023,(XGBoost) Intrinsic Value,4230.7,no,directly computed from reported figures
Hitachi Energy India Limited,2023,(Random Forest) Intrinsic Value,4680.32,no,directly computed from reported figures
Hitachi Energy India Limited,2023,(LightGBM) Intrinsic Value,3956.05,no,directly computed from reported figures
Hitachi Energy India Limited,2022,Market Price,2342.31,no,directly computed from reported figures
Hitachi Energy India Limited,2022,(DCF) Intrinsic Value,1270.67,YES,ebit=backcast_revenue from FY2023; da=backcast_revenue from FY2023; capex=backcast_revenue from FY2023; ocf=backcast_revenue from FY2023
Hitachi Energy India Limited,2022,(P/E Relative Valuation) Intrinsic Value,375.07,YES,eps=derived (Net Income / Shares); net_income=backcast_revenue from FY2023
Hitachi Energy India Limited,2022,(EV/EBITDA Valuation) Intrinsic Value,427.82,YES,ebitda=backcast_revenue from FY2023; ebit=backcast_revenue from FY2023; da=backcast_revenue from FY2023
Hitachi Energy India Limited,2022,(XGBoost) Intrinsic Value,4174.17,no,directly computed from reported figures
Hitachi Energy India Limited,2022,(Random Forest) Intrinsic Value,4055.02,no,directly computed from reported figures
Hitachi Energy India Limited,2022,(LightGBM) Intrinsic Value,3183.12,no,directly computed from reported figures
Hitachi Energy India Limited,2021,Market Price,1034.72,no,directly computed from reported figures
Hitachi Energy India Limited,2021,(DCF) Intrinsic Value,703.93,YES,ebit=backcast_revenue from FY2023; da=backcast_revenue from FY2023; capex=backcast_revenue from FY2023; ocf=backcast_revenue from FY2023
Hitachi Energy India Limited,2021,(P/E Relative Valuation) Intrinsic Value,360.24,YES,eps=derived (Net Income / Shares); net_income=backcast_revenue from FY2023
Hitachi Energy India Limited,2021,(EV/EBITDA Valuation) Intrinsic Value,360.23,YES,ebitda=backcast_revenue from FY2023; ebit=backcast_revenue from FY2023; da=backcast_revenue from FY2023
Hitachi Energy India Limited,2021,(XGBoost) Intrinsic Value,1115.52,YES,leave-one-year-out fold (training included years after FY2021; not a forward-looking prediction)
Hitachi Energy India Limited,2021,(Random Forest) Intrinsic Value,1218.46,YES,leave-one-year-out fold (training included years after FY2021; not a forward-looking prediction)
Hitachi Energy India Limited,2021,(LightGBM) Intrinsic Value,1434.21,YES,leave-one-year-out fold (training included years after FY2021; not a forward-looking prediction)
ABB India Limited,2025,Market Price,7188.96,no,directly computed from reported figures
ABB India Limited,2025,(DCF) Intrinsic Value,2841.59,no,directly computed from reported figures
ABB India Limited,2025,(P/E Relative Valuation) Intrinsic Value,2091.69,no,directly computed from reported figures
ABB India Limited,2025,(EV/EBITDA Valuation) Intrinsic Value,1814.86,no,directly computed from reported figures
ABB India Limited,2025,(XGBoost) Intrinsic Value,13095.25,no,directly computed from reported figures
ABB India Limited,2025,(Random Forest) Intrinsic Value,11986.39,no,directly computed from reported figures
ABB India Limited,2025,(LightGBM) Intrinsic Value,13510.53,no,directly computed from reported figures
ABB India Limited,2024,Market Price,4409.25,no,directly computed from reported figures
ABB India Limited,2024,(DCF) Intrinsic Value,2686.46,no,directly computed from reported figures
ABB India Limited,2024,(P/E Relative Valuation) Intrinsic Value,1068.32,no,directly computed from reported figures
ABB India Limited,2024,(EV/EBITDA Valuation) Intrinsic Value,1148.2,no,directly computed from reported figures
ABB India Limited,2024,(XGBoost) Intrinsic Value,6896.91,no,directly computed from reported figures
ABB India Limited,2024,(Random Forest) Intrinsic Value,6236.53,no,directly computed from reported figures
ABB India Limited,2024,(LightGBM) Intrinsic Value,5971.55,no,directly computed from reported figures
ABB India Limited,2023,Market Price,2817.32,no,directly computed from reported figures
ABB India Limited,2023,(DCF) Intrinsic Value,1887.5,no,directly computed from reported figures
ABB India Limited,2023,(P/E Relative Valuation) Intrinsic Value,758.93,no,directly computed from reported figures
ABB India Limited,2023,(EV/EBITDA Valuation) Intrinsic Value,846.85,no,directly computed from reported figures
ABB India Limited,2023,(XGBoost) Intrinsic Value,4216.79,no,directly computed from reported figures
ABB India Limited,2023,(Random Forest) Intrinsic Value,4073.14,no,directly computed from reported figures
ABB India Limited,2023,(LightGBM) Intrinsic Value,4013.12,no,directly computed from reported figures
ABB India Limited,2022,Market Price,1889.57,no,directly computed from reported figures
ABB India Limited,2022,(DCF) Intrinsic Value,1459.81,YES,ebit=backcast_revenue from FY2023; da=backcast_revenue from FY2023; capex=backcast_revenue from FY2023; ocf=backcast_revenue from FY2023
ABB India Limited,2022,(P/E Relative Valuation) Intrinsic Value,647.16,YES,eps=derived (Net Income / Shares); net_income=backcast_revenue from FY2023
ABB India Limited,2022,(EV/EBITDA Valuation) Intrinsic Value,532.54,YES,ebitda=backcast_revenue from FY2023; ebit=backcast_revenue from FY2023; da=backcast_revenue from FY2023
ABB India Limited,2022,(XGBoost) Intrinsic Value,3675.71,no,directly computed from reported figures
ABB India Limited,2022,(Random Forest) Intrinsic Value,3168.32,no,directly computed from reported figures
ABB India Limited,2022,(LightGBM) Intrinsic Value,3354.69,no,directly computed from reported figures
ABB India Limited,2021,Market Price,1052.51,no,directly computed from reported figures
ABB India Limited,2021,(DCF) Intrinsic Value,810.28,YES,ebit=backcast_revenue from FY2023; da=backcast_revenue from FY2023; capex=backcast_revenue from FY2023; ocf=backcast_revenue from FY2023
ABB India Limited,2021,(P/E Relative Valuation) Intrinsic Value,827.88,YES,eps=derived (Net Income / Shares); net_income=backcast_revenue from FY2023
ABB India Limited,2021,(EV/EBITDA Valuation) Intrinsic Value,450.54,YES,ebitda=backcast_revenue from FY2023; ebit=backcast_revenue from FY2023; da=backcast_revenue from FY2023
ABB India Limited,2021,(XGBoost) Intrinsic Value,1247.84,YES,leave-one-year-out fold (training included years after FY2021; not a forward-looking prediction)
ABB India Limited,2021,(Random Forest) Intrinsic Value,1228.69,YES,leave-one-year-out fold (training included years after FY2021; not a forward-looking prediction)
ABB India Limited,2021,(LightGBM) Intrinsic Value,1222.7,YES,leave-one-year-out fold (training included years after FY2021; not a forward-looking prediction)
Bharat Forge Limited,2025,Market Price,1394.22,no,directly computed from reported figures
Bharat Forge Limited,2025,(DCF) Intrinsic Value,2.49,no,directly computed from reported figures
Bharat Forge Limited,2025,(P/E Relative Valuation) Intrinsic Value,474.85,no,directly computed from reported figures
Bharat Forge Limited,2025,(EV/EBITDA Valuation) Intrinsic Value,610.39,no,directly computed from reported figures
Bharat Forge Limited,2025,(XGBoost) Intrinsic Value,1458.31,no,directly computed from reported figures
Bharat Forge Limited,2025,(Random Forest) Intrinsic Value,1767.22,no,directly computed from reported figures
Bharat Forge Limited,2025,(LightGBM) Intrinsic Value,1464.14,no,directly computed from reported figures
Bharat Forge Limited,2024,Market Price,1016.84,no,directly computed from reported figures
Bharat Forge Limited,2024,(P/E Relative Valuation) Intrinsic Value,372.39,no,directly computed from reported figures
Bharat Forge Limited,2024,(EV/EBITDA Valuation) Intrinsic Value,533.64,no,directly computed from reported figures
Bharat Forge Limited,2024,(XGBoost) Intrinsic Value,1376.45,no,directly computed from reported figures
Bharat Forge Limited,2024,(Random Forest) Intrinsic Value,1468.63,no,directly computed from reported figures
Bharat Forge Limited,2024,(LightGBM) Intrinsic Value,1351.48,no,directly computed from reported figures
Bharat Forge Limited,2023,Market Price,768.99,no,directly computed from reported figures
Bharat Forge Limited,2023,(DCF) Intrinsic Value,63.5,no,directly computed from reported figures
Bharat Forge Limited,2023,(P/E Relative Valuation) Intrinsic Value,179.61,no,directly computed from reported figures
Bharat Forge Limited,2023,(EV/EBITDA Valuation) Intrinsic Value,268.47,no,directly computed from reported figures
Bharat Forge Limited,2023,(XGBoost) Intrinsic Value,771.09,no,directly computed from reported figures
Bharat Forge Limited,2023,(Random Forest) Intrinsic Value,857.25,no,directly computed from reported figures
