Company name,Financial Year,Model,Value,Estimated?,Method
BF Utilities Limited,2021,(DCF) Intrinsic Value,1139.7,YES,ebit=backcast_revenue from FY2022; da=backcast_revenue from FY2022; capex=backcast_revenue from FY2022; ocf=backcast_revenue from FY2022
BF Utilities Limited,2021,(P/E Relative Valuation) Intrinsic Value,43.33,YES,eps=derived (Net Income / Shares); net_income=backcast_revenue from FY2022
BF Utilities Limited,2021,(EV/EBITDA Valuation) Intrinsic Value,503.44,YES,ebitda=backcast_revenue from FY2022; ebit=backcast_revenue from FY2022; da=backcast_revenue from FY2022
BF Utilities Limited,2021,(XGBoost) Intrinsic Value,234.2,YES,leave-one-year-out fold (training included years after FY2021; not a forward-looking prediction)
BF Utilities Limited,2021,(Random Forest) Intrinsic Value,282.83,YES,leave-one-year-out fold (training included years after FY2021; not a forward-looking prediction)
BF Utilities Limited,2021,(LightGBM) Intrinsic Value,220.16,YES,leave-one-year-out fold (training included years after FY2021; not a forward-looking prediction)
Unifinz Capital India Limited,2025,Market Price,66.63,no,directly computed from reported figures
Unifinz Capital India Limited,2025,(P/E Relative Valuation) Intrinsic Value,72.68,no,directly computed from reported figures
Unifinz Capital India Limited,2025,(EV/EBITDA Valuation) Intrinsic Value,33.4,no,directly computed from reported figures
Unifinz Capital India Limited,2025,(XGBoost) Intrinsic Value,74.4,no,directly computed from reported figures
Unifinz Capital India Limited,2025,(Random Forest) Intrinsic Value,118.27,no,directly computed from reported figures
Unifinz Capital India Limited,2025,(LightGBM) Intrinsic Value,114.25,no,directly computed from reported figures
Unifinz Capital India Limited,2024,Market Price,9.47,no,directly computed from reported figures
Unifinz Capital India Limited,2024,(XGBoost) Intrinsic Value,8.27,no,directly computed from reported figures
Unifinz Capital India Limited,2024,(Random Forest) Intrinsic Value,13.87,no,directly computed from reported figures
Unifinz Capital India Limited,2024,(LightGBM) Intrinsic Value,9.16,no,directly computed from reported figures
Unifinz Capital India Limited,2023,Market Price,16.42,no,directly computed from reported figures
Unifinz Capital India Limited,2023,(XGBoost) Intrinsic Value,22.57,no,directly computed from reported figures
Unifinz Capital India Limited,2023,(Random Forest) Intrinsic Value,26.81,no,directly computed from reported figures
Unifinz Capital India Limited,2023,(LightGBM) Intrinsic Value,26.8,no,directly computed from reported figures
Unifinz Capital India Limited,2022,Market Price,61.03,no,directly computed from reported figures
Unifinz Capital India Limited,2022,(XGBoost) Intrinsic Value,193.39,no,directly computed from reported figures
Unifinz Capital India Limited,2022,(Random Forest) Intrinsic Value,125.42,no,directly computed from reported figures
Unifinz Capital India Limited,2022,(LightGBM) Intrinsic Value,151.84,no,directly computed from reported figures
Unifinz Capital India Limited,2021,Market Price,18.49,no,directly computed from reported figures
Unifinz Capital India Limited,2021,(XGBoost) Intrinsic Value,5.41,YES,leave-one-year-out fold (training included years after FY2021; not a forward-looking prediction)
Unifinz Capital India Limited,2021,(Random Forest) Intrinsic Value,23.07,YES,leave-one-year-out fold (training included years after FY2021; not a forward-looking prediction)
Unifinz Capital India Limited,2021,(LightGBM) Intrinsic Value,8.59,YES,leave-one-year-out fold (training included years after FY2021; not a forward-looking prediction)
Royal India Corporation Limited,2025,Market Price,28.53,no,directly computed from reported figures
Royal India Corporation Limited,2025,(P/E Relative Valuation) Intrinsic Value,12.65,no,directly computed from reported figures
Royal India Corporation Limited,2025,(XGBoost) Intrinsic Value,28.36,no,directly computed from reported figures
Royal India Corporation Limited,2025,(Random Forest) Intrinsic Value,50.32,no,directly computed from reported figures
Royal India Corporation Limited,2025,(LightGBM) Intrinsic Value,37.76,no,directly computed from reported figures
Royal India Corporation Limited,2024,Market Price,4.18,no,directly computed from reported figures
Royal India Corporation Limited,2024,(DCF) Intrinsic Value,152.92,no,directly computed from reported figures
Royal India Corporation Limited,2024,(XGBoost) Intrinsic Value,9.1,no,directly computed from reported figures
Royal India Corporation Limited,2024,(Random Forest) Intrinsic Value,6.44,no,directly computed from reported figures
Royal India Corporation Limited,2024,(LightGBM) Intrinsic Value,8.93,no,directly computed from reported figures
Royal India Corporation Limited,2023,Market Price,2.74,no,directly computed from reported figures
Royal India Corporation Limited,2023,(DCF) Intrinsic Value,267.5,no,directly computed from reported figures
Royal India Corporation Limited,2023,(XGBoost) Intrinsic Value,3.97,no,directly computed from reported figures
Royal India Corporation Limited,2023,(Random Forest) Intrinsic Value,4.74,no,directly computed from reported figures
Royal India Corporation Limited,2023,(LightGBM) Intrinsic Value,4.17,no,directly computed from reported figures
Royal India Corporation Limited,2022,Market Price,2.61,no,directly computed from reported figures
Royal India Corporation Limited,2022,(DCF) Intrinsic Value,2.74,YES,ebit=backcast_revenue from FY2023; da=backcast_revenue from FY2023; capex=backcast_revenue from FY2023; ocf=backcast_revenue from FY2023
Royal India Corporation Limited,2022,(EV/EBITDA Valuation) Intrinsic Value,1.21,YES,ebitda=backcast_revenue from FY2023; ebit=backcast_revenue from FY2023; da=backcast_revenue from FY2023
Royal India Corporation Limited,2022,(XGBoost) Intrinsic Value,7.94,no,directly computed from reported figures
Royal India Corporation Limited,2022,(Random Forest) Intrinsic Value,5.49,no,directly computed from reported figures
Royal India Corporation Limited,2022,(LightGBM) Intrinsic Value,6.13,no,directly computed from reported figures
Royal India Corporation Limited,2021,Market Price,0.82,no,directly computed from reported figures
Royal India Corporation Limited,2021,(DCF) Intrinsic Value,1.25,YES,ebit=backcast_revenue from FY2023; da=backcast_revenue from FY2023; capex=backcast_revenue from FY2023; ocf=backcast_revenue from FY2023
Royal India Corporation Limited,2021,(EV/EBITDA Valuation) Intrinsic Value,0.5,YES,ebitda=backcast_revenue from FY2023; ebit=backcast_revenue from FY2023; da=backcast_revenue from FY2023
Royal India Corporation Limited,2021,(XGBoost) Intrinsic Value,2.16,YES,leave-one-year-out fold (training included years after FY2021; not a forward-looking prediction)
Royal India Corporation Limited,2021,(Random Forest) Intrinsic Value,1.37,YES,leave-one-year-out fold (training included years after FY2021; not a forward-looking prediction)
Royal India Corporation Limited,2021,(LightGBM) Intrinsic Value,1.47,YES,leave-one-year-out fold (training included years after FY2021; not a forward-looking prediction)
Adani Ports and Special Economic Zone Limited,2025,Market Price,1321.78,no,directly computed from reported figures
Adani Ports and Special Economic Zone Limited,2025,(DCF) Intrinsic Value,1518.23,no,directly computed from reported figures
Adani Ports and Special Economic Zone Limited,2025,(P/E Relative Valuation) Intrinsic Value,1525.36,YES,sector median including self (too few peers)
Adani Ports and Special Economic Zone Limited,2025,(EV/EBITDA Valuation) Intrinsic Value,1120.14,YES,sector median including self (too few peers)
Adani Ports and Special Economic Zone Limited,2025,(XGBoost) Intrinsic Value,1824.29,no,directly computed from reported figures
Adani Ports and Special Economic Zone Limited,2025,(Random Forest) Intrinsic Value,1916.16,no,directly computed from reported figures
Adani Ports and Special Economic Zone Limited,2025,(LightGBM) Intrinsic Value,1703.53,no,directly computed from reported figures
Adani Ports and Special Economic Zone Limited,2024,Market Price,901.22,no,directly computed from reported figures
Adani Ports and Special Economic Zone Limited,2024,(DCF) Intrinsic Value,1197.84,no,directly computed from reported figures
Adani Ports and Special Economic Zone Limited,2024,(P/E Relative Valuation) Intrinsic Value,853.8,YES,sector median including self (too few peers)
Adani Ports and Special Economic Zone Limited,2024,(EV/EBITDA Valuation) Intrinsic Value,656.42,YES,sector median including self (too few peers)
Adani Ports and Special Economic Zone Limited,2024,(XGBoost) Intrinsic Value,1297.3,no,directly computed from reported figures
Adani Ports and Special Economic Zone Limited,2024,(Random Forest) Intrinsic Value,1332.01,no,directly computed from reported figures
Adani Ports and Special Economic Zone Limited,2024,(LightGBM) Intrinsic Value,1143.75,no,directly computed from reported figures
Adani Ports and Special Economic Zone Limited,2023,Market Price,773.38,no,directly computed from reported figures
Adani Ports and Special Economic Zone Limited,2023,(P/E Relative Valuation) Intrinsic Value,574.59,YES,sector median including self (too few peers)
Adani Ports and Special Economic Zone Limited,2023,(EV/EBITDA Valuation) Intrinsic Value,457.81,YES,sector median including self (too few peers)
Adani Ports and Special Economic Zone Limited,2023,(XGBoost) Intrinsic Value,911.6,no,directly computed from reported figures
Adani Ports and Special Economic Zone Limited,2023,(Random Forest) Intrinsic Value,1155.61,no,directly computed from reported figures
Adani Ports and Special Economic Zone Limited,2023,(LightGBM) Intrinsic Value,926.62,no,directly computed from reported figures
Adani Ports and Special Economic Zone Limited,2022,Market Price,736.24,no,directly computed from reported figures
Adani Ports and Special Economic Zone Limited,2022,(DCF) Intrinsic Value,81.03,YES,ebit=backcast_revenue from FY2023; da=backcast_revenue from FY2023; capex=backcast_revenue from FY2023; ocf=backcast_revenue from FY2023
Adani Ports and Special Economic Zone Limited,2022,(P/E Relative Valuation) Intrinsic Value,542.3,YES,sector median including self (too few peers); eps=derived (Net Income / Shares); net_income=backcast_revenue from FY2023
Adani Ports and Special Economic Zone Limited,2022,(EV/EBITDA Valuation) Intrinsic Value,500.89,YES,sector median including self (too few peers); ebitda=backcast_revenue from FY2023; ebit=backcast_revenue from FY2023; da=backcast_revenue from FY2023
Adani Ports and Special Economic Zone Limited,2022,(XGBoost) Intrinsic Value,1326.41,no,directly computed from reported figures
Adani Ports and Special Economic Zone Limited,2022,(Random Forest) Intrinsic Value,1393.03,no,directly computed from reported figures
Adani Ports and Special Economic Zone Limited,2022,(LightGBM) Intrinsic Value,1578.94,no,directly computed from reported figures
Adani Ports and Special Economic Zone Limited,2021,Market Price,415.41,no,directly computed from reported figures
Adani Ports and Special Economic Zone Limited,2021,(DCF) Intrinsic Value,22.22,YES,ebit=backcast_revenue from FY2023; da=backcast_revenue from FY2023; capex=backcast_revenue from FY2023; ocf=backcast_revenue from FY2023
Adani Ports and Special Economic Zone Limited,2021,(P/E Relative Valuation) Intrinsic Value,321.81,YES,sector median including self (too few peers); eps=derived (Net Income / Shares); net_income=backcast_revenue from FY2023
Adani Ports and Special Economic Zone Limited,2021,(EV/EBITDA Valuation) Intrinsic Value,281.43,YES,sector median including self (too few peers); ebitda=backcast_revenue from FY2023; ebit=backcast_revenue from FY2023; da=backcast_revenue from FY2023
Adani Ports and Special Economic Zone Limited,2021,(XGBoost) Intrinsic Value,424.39,YES,leave-one-year-out fold (training included years after FY2021; not a forward-looking prediction)
Adani Ports and Special Economic Zone Limited,2021,(Random Forest) Intrinsic Value,489.26,YES,leave-one-year-out fold (training included years after FY2021; not a forward-looking prediction)
Adani Ports and Special Economic Zone Limited,2021,(LightGBM) Intrinsic Value,472.63,YES,leave-one-year-out fold (training included years after FY2021; not a forward-looking prediction)
Kalpataru Projects International Limited,2025,Market Price,1196.28,no,directly computed from reported figures
Kalpataru Projects International Limited,2025,(DCF) Intrinsic Value,92.38,no,directly computed from reported figures
Kalpataru Projects International Limited,2025,(P/E Relative Valuation) Intrinsic Value,1055.43,YES,sector median including self (too few peers)
Kalpataru Projects International Limited,2025,(EV/EBITDA Valuation) Intrinsic Value,1429.23,YES,sector median including self (too few peers)
Kalpataru Projects International Limited,2025,(XGBoost) Intrinsic Value,1693.03,no,directly computed from reported figures
Kalpataru Projects International Limited,2025,(Random Forest) Intrinsic Value,1664.66,no,directly computed from reported figures
Kalpataru Projects International Limited,2025,(LightGBM) Intrinsic Value,1717.6,no,directly computed from reported figures
Kalpataru Projects International Limited,2024,Market Price,673.67,no,directly computed from reported figures
Kalpataru Projects International Limited,2024,(DCF) Intrinsic Value,468.24,no,directly computed from reported figures
Kalpataru Projects International Limited,2024,(P/E Relative Valuation) Intrinsic Value,713.29,YES,sector median including self (too few peers)
Kalpataru Projects International Limited,2024,(EV/EBITDA Valuation) Intrinsic Value,998.48,YES,sector median including self (too few peers)
Kalpataru Projects International Limited,2024,(XGBoost) Intrinsic Value,870.45,no,directly computed from reported figures
Kalpataru Projects International Limited,2024,(Random Forest) Intrinsic Value,876.0,no,directly computed from reported figures
Kalpataru Projects International Limited,2024,(LightGBM) Intrinsic Value,979.78,no,directly computed from reported figures
Kalpataru Projects International Limited,2023,Market Price,444.29,no,directly computed from reported figures
Kalpataru Projects International Limited,2023,(DCF) Intrinsic Value,966.17,YES,normalised FCFF (median of 2 positive years; FY2023 reported negative)
Kalpataru Projects International Limited,2023,(P/E Relative Valuation) Intrinsic Value,679.32,YES,sector median including self (too few peers)
Kalpataru Projects International Limited,2023,(EV/EBITDA Valuation) Intrinsic Value,983.52,YES,sector median including self (too few peers)
Kalpataru Projects International Limited,2023,(XGBoost) Intrinsic Value,446.38,no,directly computed from reported figures
Kalpataru Projects International Limited,2023,(Random Forest) Intrinsic Value,606.34,no,directly computed from reported figures
Kalpataru Projects International Limited,2023,(LightGBM) Intrinsic Value,461.12,no,directly computed from reported figures
Kalpataru Projects International Limited,2022,Market Price,403.98,no,directly computed from reported figures
Kalpataru Projects International Limited,2022,(DCF) Intrinsic Value,818.09,YES,ebit=backcast_revenue from FY2023; da=backcast_revenue from FY2023; capex=backcast_revenue from FY2023; ocf=backcast_revenue from FY2023
Kalpataru Projects International Limited,2022,(P/E Relative Valuation) Intrinsic Value,628.89,YES,sector median including self (too few peers); eps=derived (Net Income / Shares); net_income=backcast_revenue from FY2023
Kalpataru Projects International Limited,2022,(EV/EBITDA Valuation) Intrinsic Value,826.42,YES,sector median including self (too few peers); ebitda=backcast_revenue from FY2023; ebit=backcast_revenue from FY2023; da=backcast_revenue from FY2023
Kalpataru Projects International Limited,2022,(XGBoost) Intrinsic Value,600.55,no,directly computed from reported figures
Kalpataru Projects International Limited,2022,(Random Forest) Intrinsic Value,695.33,no,directly computed from reported figures
Kalpataru Projects International Limited,2022,(LightGBM) Intrinsic Value,433.83,no,directly computed from reported figures
Kalpataru Projects International Limited,2021,Market Price,274.02,no,directly computed from reported figures
Kalpataru Projects International Limited,2021,(DCF) Intrinsic Value,486.79,YES,ebit=backcast_revenue from FY2023; da=backcast_revenue from FY2023; capex=backcast_revenue from FY2023; ocf=backcast_revenue from FY2023
Kalpataru Projects International Limited,2021,(P/E Relative Valuation) Intrinsic Value,386.39,YES,sector median including self (too few peers); eps=derived (Net Income / Shares); net_income=backcast_revenue from FY2023
Kalpataru Projects International Limited,2021,(EV/EBITDA Valuation) Intrinsic Value,523.0,YES,sector median including self (too few peers); ebitda=backcast_revenue from FY2023; ebit=backcast_revenue from FY2023; da=backcast_revenue from FY2023
Kalpataru Projects International Limited,2021,(XGBoost) Intrinsic Value,281.22,YES,leave-one-year-out fold (training included years after FY2021; not a forward-looking prediction)
Kalpataru Projects International Limited,2021,(Random Forest) Intrinsic Value,310.54,YES,leave-one-year-out fold (training included years after FY2021; not a forward-looking prediction)
Kalpataru Projects International Limited,2021,(LightGBM) Intrinsic Value,240.74,YES,leave-one-year-out fold (training included years after FY2021; not a forward-looking prediction)
Hindalco Industries Limited,2025,Market Price,657.35,no,directly computed from reported figures
Hindalco Industries Limited,2025,(DCF) Intrinsic Value,70.97,no,directly computed from reported figures
Hindalco Industries Limited,2025,(P/E Relative Valuation) Intrinsic Value,883.04,no,directly computed from reported figures
Hindalco Industries Limited,2025,(EV/EBITDA Valuation) Intrinsic Value,1047.57,no,directly computed from reported figures
Hindalco Industries Limited,2025,(XGBoost) Intrinsic Value,1495.86,no,directly computed from reported figures
Hindalco Industries Limited,2025,(Random Forest) Intrinsic Value,1144.04,no,directly computed from reported figures
Hindalco Industries Limited,2025,(LightGBM) Intrinsic Value,1367.61,no,directly computed from reported figures
Hindalco Industries Limited,2024,Market Price,483.34,no,directly computed from reported figures
Hindalco Industries Limited,2024,(DCF) Intrinsic Value,371.88,no,directly computed from reported figures
Hindalco Industries Limited,2024,(P/E Relative Valuation) Intrinsic Value,1035.67,no,directly computed from reported figures
Hindalco Industries Limited,2024,(EV/EBITDA Valuation) Intrinsic Value,735.16,no,directly computed from reported figures
Hindalco Industries Limited,2024,(XGBoost) Intrinsic Value,691.55,no,directly computed from reported figures
Hindalco Industries Limited,2024,(Random Forest) Intrinsic Value,637.01,no,directly computed from reported figures
Hindalco Industries Limited,2024,(LightGBM) Intrinsic Value,701.89,no,directly computed from reported figures
Hindalco Industries Limited,2023,Market Price,427.76,no,directly computed from reported figures
Hindalco Industries Limited,2023,(DCF) Intrinsic Value,648.21,no,directly computed from reported figures
Hindalco Industries Limited,2023,(P/E Relative Valuation) Intrinsic Value,657.66,no,directly computed from reported figures
Hindalco Industries Limited,2023,(EV/EBITDA Valuation) Intrinsic Value,687.98,no,directly computed from reported figures
Hindalco Industries Limited,2023,(XGBoost) Intrinsic Value,529.94,no,directly computed from reported figures
Hindalco Industries Limited,2023,(Random Forest) Intrinsic Value,493.9,no,directly computed from reported figures
Hindalco Industries Limited,2023,(LightGBM) Intrinsic Value,564.3,no,directly computed from reported figures
Hindalco Industries Limited,2022,Market Price,453.96,no,directly computed from reported figures
Hindalco Industries Limited,2022,(DCF) Intrinsic Value,595.17,YES,ebit=backcast_revenue from FY2023; da=backcast_revenue from FY2023; capex=backcast_revenue from FY2023; ocf=backcast_revenue from FY2023
Hindalco Industries Limited,2022,(P/E Relative Valuation) Intrinsic Value,391.32,YES,sector median including self (too few peers); eps=derived (Net Income / Shares); net_income=backcast_revenue from FY2023
Hindalco Industries Limited,2022,(EV/EBITDA Valuation) Intrinsic Value,339.14,YES,sector median including self (too few peers); ebitda=backcast_revenue from FY2023; ebit=backcast_revenue from FY2023; da=backcast_revenue from FY2023
Hindalco Industries Limited,2022,(XGBoost) Intrinsic Value,1116.99,no,directly computed from reported figures
Hindalco Industries Limited,2022,(Random Forest) Intrinsic Value,814.04,no,directly computed from reported figures
Hindalco Industries Limited,2022,(LightGBM) Intrinsic Value,863.6,no,directly computed from reported figures
Hindalco Industries Limited,2021,Market Price,200.97,no,directly computed from reported figures
Hindalco Industries Limited,2021,(DCF) Intrinsic Value,699.54,YES,ebit=backcast_revenue from FY2023; da=backcast_revenue from FY2023; capex=backcast_revenue from FY2023; ocf=backcast_revenue from FY2023
Hindalco Industries Limited,2021,(P/E Relative Valuation) Intrinsic Value,144.41,YES,sector median including self (too few peers); eps=derived (Net Income / Shares); net_income=backcast_revenue from FY2023
Hindalco Industries Limited,2021,(EV/EBITDA Valuation) Intrinsic Value,200.97,YES,sector median including self (too few peers); ebitda=backcast_revenue from FY2023; ebit=backcast_revenue from FY2023; da=backcast_revenue from FY2023
Hindalco Industries Limited,2021,(XGBoost) Intrinsic Value,245.22,YES,leave-one-year-out fold (training included years after FY2021; not a forward-looking prediction)
Hindalco Industries Limited,2021,(Random Forest) Intrinsic Value,244.7,YES,leave-one-year-out fold (training included years after FY2021; not a forward-looking prediction)
Hindalco Industries Limited,2021,(LightGBM) Intrinsic Value,242.24,YES,leave-one-year-out fold (training included years after FY2021; not a forward-looking prediction)
Vedanta Limited,2025,Market Price,445.1,no,directly computed from reported figures
Vedanta Limited,2025,(DCF) Intrinsic Value,251.07,no,directly computed from reported figures
Vedanta Limited,2025,(P/E Relative Valuation) Intrinsic Value,428.72,no,directly computed from reported figures
Vedanta Limited,2025,(EV/EBITDA Valuation) Intrinsic Value,307.81,no,directly computed from reported figures
Vedanta Limited,2025,(XGBoost) Intrinsic Value,618.75,no,directly computed from reported figures
Vedanta Limited,2025,(Random Forest) Intrinsic Value,674.59,no,directly computed from reported figures
Vedanta Limited,2025,(LightGBM) Intrinsic Value,572.32,no,directly computed from reported figures
Vedanta Limited,2024,Market Price,259.23,no,directly computed from reported figures
Vedanta Limited,2024,(DCF) Intrinsic Value,1146.98,no,directly computed from reported figures
Vedanta Limited,2024,(P/E Relative Valuation) Intrinsic Value,187.41,no,directly computed from reported figures
Vedanta Limited,2024,(EV/EBITDA Valuation) Intrinsic Value,812.4,no,directly computed from reported figures
Vedanta Limited,2024,(XGBoost) Intrinsic Value,264.65,no,directly computed from reported figures
Vedanta Limited,2024,(Random Forest) Intrinsic Value,340.66,no,directly computed from reported figures
Vedanta Limited,2024,(LightGBM) Intrinsic Value,290.17,no,directly computed from reported figures
Vedanta Limited,2023,Market Price,298.87,no,directly computed from reported figures
Vedanta Limited,2023,(DCF) Intrinsic Value,1559.42,no,directly computed from reported figures
Vedanta Limited,2023,(P/E Relative Valuation) Intrinsic Value,394.7,no,directly computed from reported figures
Vedanta Limited,2023,(EV/EBITDA Valuation) Intrinsic Value,725.75,no,directly computed from reported figures
Vedanta Limited,2023,(XGBoost) Intrinsic Value,304.94,no,directly computed from reported figures
Vedanta Limited,2023,(Random Forest) Intrinsic Value,370.67,no,directly computed from reported figures
Vedanta Limited,2023,(LightGBM) Intrinsic Value,346.81,no,directly computed from reported figures
Vedanta Limited,2022,Market Price,310.68,no,directly computed from reported figures
Vedanta Limited,2022,(DCF) Intrinsic Value,1460.27,YES,ebit=backcast_revenue from FY2023; da=backcast_revenue from FY2023; capex=backcast_revenue from FY2023; ocf=backcast_revenue from FY2023
Vedanta Limited,2022,(P/E Relative Valuation) Intrinsic Value,369.88,YES,sector median including self (too few peers); eps=derived (Net Income / Shares); net_income=backcast_revenue from FY2023
Vedanta Limited,2022,(EV/EBITDA Valuation) Intrinsic Value,469.7,YES,sector median including self (too few peers); ebitda=backcast_revenue from FY2023; ebit=backcast_revenue from FY2023; da=backcast_revenue from FY2023
Vedanta Limited,2022,(XGBoost) Intrinsic Value,699.45,no,directly computed from reported figures
Vedanta Limited,2022,(Random Forest) Intrinsic Value,563.96,no,directly computed from reported figures
Vedanta Limited,2022,(LightGBM) Intrinsic Value,593.26,no,directly computed from reported figures
Vedanta Limited,2021,Market Price,131.83,no,directly computed from reported figures
Vedanta Limited,2021,(DCF) Intrinsic Value,2925.07,YES,ebit=backcast_revenue from FY2023; da=backcast_revenue from FY2023; capex=backcast_revenue from FY2023; ocf=backcast_revenue from FY2023
Vedanta Limited,2021,(P/E Relative Valuation) Intrinsic Value,216.71,YES,sector median including self (too few peers); eps=derived (Net Income / Shares); net_income=backcast_revenue from FY2023
Vedanta Limited,2021,(EV/EBITDA Valuation) Intrinsic Value,441.92,YES,sector median including self (too few peers); ebitda=backcast_revenue from FY2023; ebit=backcast_revenue from FY2023; da=backcast_revenue from FY2023
Vedanta Limited,2021,(XGBoost) Intrinsic Value,146.05,YES,leave-one-year-out fold (training included years after FY2021; not a forward-looking prediction)
Vedanta Limited,2021,(Random Forest) Intrinsic Value,177.32,YES,leave-one-year-out fold (training included years after FY2021; not a forward-looking prediction)
Vedanta Limited,2021,(LightGBM) Intrinsic Value,125.08,YES,leave-one-year-out fold (training included years after FY2021; not a forward-looking prediction)
Mahalaxmi Rubtech Limited,2025,Market Price,206.09,no,directly computed from reported figures
Mahalaxmi Rubtech Limited,2025,(DCF) Intrinsic Value,992.39,no,directly computed from reported figures
Mahalaxmi Rubtech Limited,2025,(P/E Relative Valuation) Intrinsic Value,163.19,no,directly computed from reported figures
Mahalaxmi Rubtech Limited,2025,(EV/EBITDA Valuation) Intrinsic Value,192.3,no,directly computed from reported figures
Mahalaxmi Rubtech Limited,2025,(XGBoost) Intrinsic Value,291.02,no,directly computed from reported figures
Mahalaxmi Rubtech Limited,2025,(Random Forest) Intrinsic Value,316.27,no,directly computed from reported figures
Mahalaxmi Rubtech Limited,2025,(LightGBM) Intrinsic Value,303.81,no,directly computed from reported figures
Mahalaxmi Rubtech Limited,2024,Market Price,233.72,no,directly computed from reported figures
Mahalaxmi Rubtech Limited,2024,(DCF) Intrinsic Value,697.09,no,directly computed from reported figures
Mahalaxmi Rubtech Limited,2024,(P/E Relative Valuation) Intrinsic Value,173.86,no,directly computed from reported figures
Mahalaxmi Rubtech Limited,2024,(EV/EBITDA Valuation) Intrinsic Value,95.6,no,directly computed from reported figures
Mahalaxmi Rubtech Limited,2024,(XGBoost) Intrinsic Value,288.5,no,directly computed from reported figures
Mahalaxmi Rubtech Limited,2024,(Random Forest) Intrinsic Value,328.11,no,directly computed from reported figures
Mahalaxmi Rubtech Limited,2024,(LightGBM) Intrinsic Value,299.44,no,directly computed from reported figures
Mahalaxmi Rubtech Limited,2023,Market Price,189.05,no,directly computed from reported figures
Mahalaxmi Rubtech Limited,2023,(DCF) Intrinsic Value,520.38,YES,normalised FCFF (median of 2 positive years; FY2023 reported negative)
Mahalaxmi Rubtech Limited,2023,(P/E Relative Valuation) Intrinsic Value,102.42,no,directly computed from reported figures
Mahalaxmi Rubtech Limited,2023,(EV/EBITDA Valuation) Intrinsic Value,76.11,no,directly computed from reported figures
Mahalaxmi Rubtech Limited,2023,(XGBoost) Intrinsic Value,395.55,no,directly computed from reported figures
Mahalaxmi Rubtech Limited,2023,(Random Forest) Intrinsic Value,302.57,no,directly computed from reported figures
Mahalaxmi Rubtech Limited,2023,(LightGBM) Intrinsic Value,350.12,no,directly computed from reported figures
Mahalaxmi Rubtech Limited,2022,(DCF) Intrinsic Value,560.25,YES,ebit=backcast_revenue from FY2023; da=backcast_revenue from FY2023; capex=backcast_revenue from FY2023; ocf=backcast_revenue from FY2023
Mahalaxmi Rubtech Limited,2022,(P/E Relative Valuation) Intrinsic Value,78.88,YES,eps=derived (Net Income / Shares); net_income=backcast_revenue from FY2023
Mahalaxmi Rubtech Limited,2022,(EV/EBITDA Valuation) Intrinsic Value,47.2,YES,ebitda=backcast_revenue from FY2023; ebit=backcast_revenue from FY2023; da=backcast_revenue from FY2023
Mahalaxmi Rubtech Limited,2021,(DCF) Intrinsic Value,350.89,YES,ebit=backcast_revenue from FY2023; da=backcast_revenue from FY2023; capex=backcast_revenue from FY2023; ocf=backcast_revenue from FY2023
Mahalaxmi Rubtech Limited,2021,(P/E Relative Valuation) Intrinsic Value,26.04,YES,eps=derived (Net Income / Shares); net_income=backcast_revenue from FY2023
Mahalaxmi Rubtech Limited,2021,(EV/EBITDA Valuation) Intrinsic Value,25.02,YES,sector median including self (too few peers); ebitda=backcast_revenue from FY2023; ebit=backcast_revenue from FY2023; da=backcast_revenue from FY2023
Tech Mahindra Limited,2025,Market Price,1541.41,no,directly computed from reported figures
Tech Mahindra Limited,2025,(DCF) Intrinsic Value,2006.9,no,directly computed from reported figures
Tech Mahindra Limited,2025,(P/E Relative Valuation) Intrinsic Value,1541.41,YES,sector median including self (too few peers)
Tech Mahindra Limited,2025,(EV/EBITDA Valuation) Intrinsic Value,1541.41,YES,sector median including self (too few peers)
Tech Mahindra Limited,2025,(XGBoost) Intrinsic Value,2265.74,no,directly computed from reported figures
Tech Mahindra Limited,2025,(Random Forest) Intrinsic Value,2308.89,no,directly computed from reported figures
Tech Mahindra Limited,2025,(LightGBM) Intrinsic Value,2803.96,no,directly computed from reported figures
Tech Mahindra Limited,2024,Market Price,1196.52,no,directly computed from reported figures
Tech Mahindra Limited,2024,(DCF) Intrinsic Value,2085.66,no,directly computed from reported figures
Tech Mahindra Limited,2024,(P/E Relative Valuation) Intrinsic Value,1117.29,YES,sector median including self (too few peers)
Tech Mahindra Limited,2024,(EV/EBITDA Valuation) Intrinsic Value,1600.04,YES,sector median including self (too few peers)
Tech Mahindra Limited,2024,(XGBoost) Intrinsic Value,1304.7,no,directly computed from reported figures
Tech Mahindra Limited,2024,(Random Forest) Intrinsic Value,1389.58,no,directly computed from reported figures
Tech Mahindra Limited,2024,(LightGBM) Intrinsic Value,1244.32,no,directly computed from reported figures
Tech Mahindra Limited,2023,Market Price,1087.25,no,directly computed from reported figures
Tech Mahindra Limited,2023,(DCF) Intrinsic Value,1555.25,no,directly computed from reported figures
Tech Mahindra Limited,2023,(P/E Relative Valuation) Intrinsic Value,1087.25,YES,sector median including self (too few peers)
Tech Mahindra Limited,2023,(EV/EBITDA Valuation) Intrinsic Value,3207.22,YES,sector median including self (too few peers)
Tech Mahindra Limited,2023,(XGBoost) Intrinsic Value,1230.06,no,directly computed from reported figures
Tech Mahindra Limited,2023,(Random Forest) Intrinsic Value,1188.26,no,directly computed from reported figures
Tech Mahindra Limited,2023,(LightGBM) Intrinsic Value,1311.06,no,directly computed from reported figures
